"word","spelling"
"ralador","Rɐ.lɐ.ˈdoɾ"
"fornalha","fuɾ.ˈna.ʎɐ"
"putrefação","pu.tɾɨ.fa.ˈsɐ̃w̃"
"agulheta","ɐ.ɡu.ˈʎe.tɐ"
"sucção","su.ˈksɐ̃w̃"
"apodrecimento","ɐ.pu.dɾɨ.si.ˈmẽ.tu"
"falsear","faɫ.ˈsi.aɾ"
"pisca","ˈpiʃ.kɐ"
"expiação","ɐjʃ.pjɐ.ˈsɐ̃w̃"
"apessoado","ɐ.pɨ.ˈswa.du"
"gotícula","ɡu.ˈti.ku.lɐ"
"desaforado","dɨ.zɐ.fu.ˈɾa.du"
"airbag","ɛɾ.ˈbɛɡ"
"banimento","bɐ.ni.ˈmẽ.tu"
"apurado","ɐ.pu.ˈɾa.du"
"milícia","mɨ.ˈli.sjɐ"
"patifaria","pɐ.ti.fɐ.ˈɾi.ɐ"
"impostura","ĩ.puʃ.ˈtu.ɾɐ"
"odre","ˈo.dɾɨ"
"tímpano","ˈtĩ.pɐ.nu"
"mendicante","mẽ.di.ˈkɐ̃.tɨ"
"corpulência","kuɾ.pu.ˈlẽ.sjɐ"
"painel","paj.ˈnɛɫ"
"almirante","aɫ.mi.ˈɾɐ̃.tɨ"
"nutricionista","nu.tɾi.sju.ˈniʃ.tɐ"
"retroatividade","Rɛ.tɾɔ.a.ti.vi.ˈda.dɨ"
"moela","ˈmwɛ.lɐ"
"desgraçar","dɨʒ.ɡɾɐ.ˈsaɾ"
"pesqueiro","pɨʃ.ˈkɐj.ɾu"
"motel","mɔ.ˈtɛɫ"
"sátira","ˈsa.ti.ɾɐ"
"garrafal","ɡɐ.Rɐ.ˈfaɫ"
"crucificação","kɾu.sɨ.fi.kɐ.ˈsɐ̃w̃"
"goteira","ɡu.ˈtɐj.ɾɐ"
"pluvial","plu.ˈvi.aɫ"
"adotado","ɐ.dɔ.ˈta.du"
"batatada","bɐ.tɐ.ˈta.dɐ"
"prancha","ˈpɾɐ̃.ʃɐ"
"dilatado","di.lɐ.ˈta.du"
"descamisar","dɨʃ.kɐ.mi.ˈzaɾ"
"carranca","kɐ.ˈRɐ̃.kɐ"
"barlavento","bɐɾ.lɐ.ˈvẽ.tu"
"retratação","Rɨ.tɾɐ.tɐ.ˈsɐ̃w̃"
"sarjeta","sɐɾ.ˈʒe.tɐ"
"encardido","ẽ.kɐɾ.ˈdi.du"
"reincidência","Rɨ.ĩ.si.ˈdẽ.sjɐ"
"cubismo","ku.ˈbiʒ.mu"
"debicar","dɨ.bi.ˈkaɾ"
"pluviosidade","plu.vju.zi.ˈda.dɨ"
"floreio","flu.ˈɾɐj.u"
"votante","vu.ˈtɐ̃.tɨ"
"desgrenhado","dɨʒ.ɡɾɨ.ˈɲa.du"
"rubor","Ru.ˈboɾ"
"lampejo","lɐ̃.ˈpɐj.ʒu"
"intercâmbio","ĩ.tɛɾ.ˈkɐ̃.bju"
"bombardear","bõ.bɐɾ.ˈdi.aɾ"
"rigidez","Ri.ʒi.ˈdeʃ"
"troféu","tɾu.ˈfɛw"
"ocasionar","ɔ.kɐ.zju.ˈnaɾ"
"fagote","fɐ.ˈɡɔ.tɨ"
"botica","bu.ˈti.kɐ"
"descargo","dɨʃ.ˈkaɾ.ɡu"
"camuflagem","kɐ.mu.ˈfla.ʒɐ̃j̃"
"carrossel","kɐ.Rɔ.ˈsɛɫ"
"estigma","iʃ.ˈtiɡ.mɐ"
"marquesa","mɐɾ.ˈke.zɐ"
"minuete","mi.ˈnwe.tɨ"
"orfeão","ɔɾ.ˈfjɐ̃w̃"
"paleta","pɐ.ˈle.tɐ"
"descarado","dɨʃ.kɐ.ˈɾa.du"
"refeito","Rɨ.ˈfɐj.tu"
"coronário","ku.ɾu.ˈna.ɾju"
"escorrer","iʃ.ku.ˈReɾ"
"tostão","tuʃ.ˈtɐ̃w̃"
"inacabado","i.nɐ.kɐ.ˈba.du"
"ilegalidade","i.lɨ.ɡɐ.li.ˈda.dɨ"
"cânhamo","ˈkɐ.ɲɐ.mu"
"arcabuz","ɐɾ.kɐ.ˈbuʃ"
"arguente","ɐɾ.ˈɡwẽ.tɨ"
"átono","ˈa.tu.nu"
"martírio","mɐɾ.ˈti.ɾju"
"enferrujar","ẽ.fɨ.Ru.ˈʒaɾ"
"banalidade","bɐ.nɐ.li.ˈda.dɨ"
"concatenar","kõ.kɐ.tɨ.ˈnaɾ"
"narcisismo","naɾ.si.ˈziʒ.mu"
"pomar","pu.ˈmaɾ"
"urticária","uɾ.ti.ˈka.ɾjɐ"
"guinchar","ɡĩ.ˈʃaɾ"
"heroico","i.ˈɾɔj.ku"
"chacal","ʃɐ.ˈkaɫ"
"chamariz","ʃɐ.mɐ.ˈɾiʃ"
"esmaltar","iʒ.maɫ.ˈtaɾ"
"procedência","pɾu.sɨ.ˈdẽ.sjɐ"
"ramada","Rɐ.ˈma.dɐ"
"ui","ˈuj"
"odisseia","ɔ.di.ˈsɐj.ɐ"
"proscrever","pɾuʃ.kɾɨ.ˈveɾ"
"joia","ˈʒɔj.ɐ"
"eleito","i.ˈlɐj.tu"
"vibrar","vi.ˈbɾaɾ"
"espargir","iʃ.pɐɾ.ˈʒiɾ"
"gabinete","ɡɐ.bi.ˈne.tɨ"
"enxovalhar","ẽ.ʃu.vɐ.ˈʎaɾ"
"crachá","kɾa.ˈʃa"
"percussionista","pɨɾ.ku.sju.ˈniʃ.tɐ"
"oboísta","ɔ.ˈbwiʃ.tɐ"
"batente","bɐ.ˈtẽ.tɨ"
"violinista","vju.li.ˈniʃ.tɐ"
"violoncelista","vju.lõ.sɨ.ˈliʃ.tɐ"
"camareiro","kɐ.mɐ.ˈɾɐj.ɾu"
"retratista","Rɨ.tɾɐ.ˈtiʃ.tɐ"
"paraquedista","pa.ɾɐ.kɨ.ˈdiʃ.tɐ"
"paraquedismo","pa.ɾɐ.kɨ.ˈdiʒ.mu"
"desbordar","dɨʒ.buɾ.ˈdaɾ"
"dissipar","di.si.ˈpaɾ"
"democrata","dɨ.mu.ˈkɾa.tɐ"
"paródia","pɐ.ˈɾɔ.djɐ"
"imitação","i.mi.tɐ.ˈsɐ̃w̃"
"hidroelétrico","i.dɾɔ.i.ˈlɛ.tɾi.ku"
"jiboia","ʒi.ˈbɔj.ɐ"
"providencial","pɾu.vi.dẽ.ˈsi.aɫ"
"clivagem","kli.ˈva.ʒɐ̃j̃"
"antissemitismo","ɐ̃.ti.sɨ.mi.ˈtiʒ.mu"
"sequestro","sɨ.ˈkɛʃ.tɾu"
"conivência","ku.ni.ˈvẽ.sjɐ"
"lambreta","lɐ̃.ˈbɾe.tɐ"
"deferimento","dɨ.fɨ.ɾi.ˈmẽ.tu"
"predial","pɾɨ.ˈdi.aɫ"
"cear","si.ˈaɾ"
"predominante","pɾɨ.du.mi.ˈnɐ̃.tɨ"
"acerto","ɐ.ˈseɾ.tu"
"indeferir","ĩ.dɨ.fɨ.ˈɾiɾ"
"perversidade","pɨɾ.vɨɾ.si.ˈda.dɨ"
"rival","Ri.ˈvaɫ"
"orçar","ɔɾ.ˈsaɾ"
"carreta","kɐ.ˈRe.tɐ"
"matagal","mɐ.tɐ.ˈɡaɫ"
"lástima","ˈlaʃ.ti.mɐ"
"látex","ˈla.tɛks"
"convexidade","kõ.vɛ.ksi.ˈda.dɨ"
"consumado","kõ.su.ˈma.du"
"decrescer","dɨ.kɾɨʃ.ˈseɾ"
"indecoroso","ĩ.dɨ.ku.ˈɾo.zu"
"decoroso","dɨ.ku.ˈɾo.zu"
"bicameral","bi.kɐ.mɨ.ˈɾaɫ"
"comiseração","ku.mi.zɨ.ɾɐ.ˈsɐ̃w̃"
"ringue","ˈRĩ.ɡɨ"
"excursão","ɐjʃ.kuɾ.ˈsɐ̃w̃"
"catita","kɐ.ˈti.tɐ"
"beligerante","bɨ.li.ʒɨ.ˈɾɐ̃.tɨ"
"gradação","ɡɾɐ.dɐ.ˈsɐ̃w̃"
"revelia","Rɨ.vɨ.ˈli.ɐ"
"endeusar","ẽ.dew.ˈzaɾ"
"temperança","tẽ.pɨ.ˈɾɐ̃.sɐ"
"faltoso","faɫ.ˈto.zu"
"enveredar","ẽ.vɨ.ɾɨ.ˈdaɾ"
"semestral","sɨ.mɨʃ.ˈtɾaɫ"
"versatilidade","vɨɾ.sɐ.ti.li.ˈda.dɨ"
"modal","mu.ˈdaɫ"
"franzino","fɾɐ̃.ˈzi.nu"
"infração","ĩ.fɾa.ˈsɐ̃w̃"
"previsível","pɾɨ.vi.ˈzi.vɛɫ"
"delegação","dɨ.lɨ.ɡɐ.ˈsɐ̃w̃"
"corneta","kuɾ.ˈne.tɐ"
"avo","ˈa.vu"
"oboé","ɔ.ˈbwɛ"
"aeróbica","ɐ.ɛ.ˈɾɔ.bi.kɐ"
"assexuado","ɐ.sɛ.ˈkswa.du"
"unilateral","u.ni.lɐ.tɨ.ˈɾaɫ"
"capelão","kɐ.pɨ.ˈlɐ̃w̃"
"iniquidade","i.ni.kwi.ˈda.dɨ"
"planificação","plɐ.ni.fi.kɐ.ˈsɐ̃w̃"
"pedalar","pɨ.dɐ.ˈlaɾ"
"bioma","ˈbjo.mɐ"
"esguelha","iʒ.ˈɡɐj.ʎɐ"
"recrudescência","Rɨ.kɾu.dɨʃ.ˈsẽ.sjɐ"
"sedentário","sɨ.dẽ.ˈta.ɾju"
"decência","dɨ.ˈsẽ.sjɐ"
"gregário","ɡɾɨ.ˈɡa.ɾju"
"chacinar","ʃɐ.si.ˈnaɾ"
"contencioso","kõ.tẽ.ˈsjo.zu"
"salvaguardar","saɫ.vɐ.ɡwɐɾ.ˈdaɾ"
"salvaguarda","saɫ.vɐ.ˈɡwaɾ.dɐ"
"montanhismo","mõ.tɐ.ˈɲiʒ.mu"
"evicção","i.vi.ˈksɐ̃w̃"
"indistinto","ĩ.dɨʃ.ˈtĩ.tu"
"paralítico","pɐ.ɾɐ.ˈli.ti.ku"
"escaramuça","iʃ.kɐ.ɾɐ.ˈmu.sɐ"
"reiteração","Rɐj.tɨ.ɾɐ.ˈsɐ̃w̃"
"noitada","noj.ˈta.dɐ"
"irmandade","iɾ.mɐ̃.ˈda.dɨ"
"buliçoso","bu.li.ˈso.zu"
"impossibilitar","ĩ.pu.si.bi.li.ˈtaɾ"
"enregelar","ẽ.Rɨ.ʒɨ.ˈlaɾ"
"imprecisão","ĩ.pɾɨ.si.ˈzɐ̃w̃"
"prevenido","pɾɨ.vɨ.ˈni.du"
"hedonista","e.du.ˈniʃ.tɐ"
"paulatinamente","paw.lɐ.ti.nɐ.ˈmẽ.tɨ"
"desagravo","dɨ.zɐ.ˈɡɾa.vu"
"silenciar","si.lẽ.ˈsi.aɾ"
"retrair","Rɨ.tɾɐ.ˈiɾ"
"encolher","ẽ.ku.ˈʎeɾ"
"ceifa","ˈsɐj.fɐ"
"errático","e.ˈRa.ti.ku"
"castor","kəs.ˈtoɾ"
"coabitação","kwɐ.bi.tɐ.ˈsɐ̃w̃"
"cáustico","ˈkawʃ.ti.ku"
"estupefacto","iʃ.tu.pɨ.ˈfak.tu"
"motriz","mu.ˈtɾiʃ"
"cariz","kɐ.ˈɾiʃ"
"circuncisão","siɾ.kũ.si.ˈzɐ̃w̃"
"desuso","dɨ.ˈzu.zu"
"androginia","ɐ̃.dɾɔ.ʒi.ˈni.ɐ"
"combalir","kõ.bɐ.ˈliɾ"
"sadismo","sa.ˈdiʒ.mu"
"enxovalho","ẽ.ʃu.ˈva.ʎu"
"festejo","fɨʃ.ˈtɐj.ʒu"
"facínora","fɐ.ˈsi.nu.ɾɐ"
"preponderar","pɾɨ.põ.dɨ.ˈɾaɾ"
"charneca","ʃɐɾ.ˈnɛ.kɐ"
"estrado","iʃ.ˈtɾa.du"
"cambalhota","kɐ̃.bɐ.ˈʎɔ.tɐ"
"guincho","ˈɡĩ.ʃu"
"liderar","li.dɨ.ˈɾaɾ"
"exumar","i.zu.ˈmaɾ"
"desenterrar","dɨ.zẽ.tɨ.ˈRaɾ"
"viandante","vjɐ̃.ˈdɐ̃.tɨ"
"invalidez","ĩ.vɐ.li.ˈdeʃ"
"lanugem","lɐ.ˈnu.ʒɐ̃j̃"
"referendo","Rɨ.fɨ.ˈɾẽ.du"
"frustrado","fɾuʃ.ˈtɾa.du"
"desarrumado","dɨ.zɐ.Ru.ˈma.du"
"salina","sɐ.ˈli.nɐ"
"alfabetização","aɫ.fɐ.bɨ.ti.zɐ.ˈsɐ̃w̃"
"chanceler","ʃɐ̃.sɨ.ˈlɛɾ"
"indulgente","ĩ.duɫ.ˈʒẽ.tɨ"
"fonológico","fu.nu.ˈlɔ.ʒi.ku"
"embevecer","ẽ.bɨ.vɨ.ˈseɾ"
"geringonça","ʒɨ.ɾĩ.ˈɡõ.sɐ"
"represar","Rɨ.pɾɨ.ˈzaɾ"
"diversidade","di.vɨɾ.si.ˈda.dɨ"
"ensanguentar","ẽ.sɐ̃.ɡwẽ.ˈtaɾ"
"mutação","mu.tɐ.ˈsɐ̃w̃"
"prepotente","pɾɨ.pu.ˈtẽ.tɨ"
"avulso","ɐ.ˈvuɫ.su"
"cinturão","sĩ.tu.ˈɾɐ̃w̃"
"ardência","ɐɾ.ˈdẽ.sjɐ"
"bugiganga","bu.ʒi.ˈɡɐ̃.ɡɐ"
"laia","ˈlaj.ɐ"
"guelra","ˈɡɛɫ.Rɐ"
"ventosa","vẽ.ˈtɔ.zɐ"
"racial","Rɐ.ˈsi.aɫ"
"geminação","ʒɨ.mi.nɐ.ˈsɐ̃w̃"
"chibata","ʃi.ˈba.tɐ"
"esgalgado","iʒ.ɡaɫ.ˈɡa.du"
"caturrar","kɐ.tu.ˈRaɾ"
"cavaqueira","kɐ.vɐ.ˈkɐj.ɾɐ"
"mortiço","muɾ.ˈti.su"
"espairecer","iʃ.paj.ɾɨ.ˈseɾ"
"cetáceo","sɨ.ˈta.sju"
"bugalho","bu.ˈɡa.ʎu"
"entorse","ẽ.ˈtɔɾ.sɨ"
"deslocação","dɨʒ.lu.kɐ.ˈsɐ̃w̃<text"
"baixio","baj.ˈʃi.u<text"
"ingrato","ĩ.ˈɡɾa.tu"
"galheta","ɡɐ.ˈʎe.tɐ"
"pavio","pɐ.ˈvi.u"
"fedelho","fɨ.ˈdɐj.ʎu"
"pueril","pwɛ.ˈɾiɫ"
"inventário","ĩ.vẽ.ˈta.ɾju"
"maldoso","maɫ.ˈdo.zu"
"sumarento","su.mɐ.ˈɾẽ.tu"
"tranca","ˈtɾɐ̃.kɐ"
"buxo","ˈbu.ʃu"
"sargaço","sɐɾ.ˈɡa.su"
"esterco","iʃ.ˈteɾ.ku"
"estremar","iʃ.tɾɨ.ˈmaɾ"
"reescrever","Rɨ.iʃ.kɾɨ.ˈveɾ"
"chuchar","ʃu.ˈʃaɾ"
"comunitário","ku.mu.ni.ˈta.ɾju"
"urrar","u.ˈRaɾ"
"urro","ˈu.Ru"
"rugir","Ru.ˈʒiɾ"
"carolo","kɐ.ˈɾo.lu"
"grunhir","ɡɾu.ˈɲiɾ"
"taipal","taj.ˈpaɫ"
"meditação","mɨ.di.tɐ.ˈsɐ̃w̃"
"centrar","sẽ.ˈtɾaɾ"
"focar","fu.ˈkaɾ"
"nitidez","ni.ti.ˈdeʃ"
"medronheiro","mɨ.dɾu.ˈɲɐj.ɾu"
"meteorológico","mɨ.tju.ɾu.ˈlɔ.ʒi.ku"
"aquoso","ɐ.ˈkwo.zu"
"supramencionado","su.pɾɐ.mẽ.sju.ˈna.du"
"melga","ˈmɛɫ.ɡɐ"
"melena","mɨ.ˈle.nɐ"
"bafio","bɐ.ˈfi.u"
"salmoura","saɫ.ˈmow.ɾɐ"
"saturado","sɐ.tu.ˈɾa.du"
"rosnar","Ruʒ.ˈnaɾ"
"pilhar","pi.ˈʎaɾ"
"ídolo","ˈi.du.lu"
"saturar","sɐ.tu.ˈɾaɾ"
"contentor","kõ.tẽ.ˈtoɾ"
"bostela","buʃ.ˈtɛ.lɐ"
"cabeleira","kɐ.bɨ.ˈlɐj.ɾɐ"
"tapeçaria","tɐ.pɨ.sɐ.ˈɾi.ɐ"
"sacro","ˈsa.kɾu"
"fisga","ˈfiʃ.ɡɐ"
"fisgar","fiʒ.ˈɡaɾ"
"arpão","ɐɾ.ˈpɐ̃w̃"
"vereação","vɛ.ɾjɐ.ˈsɐ̃w̃"
"concelhio","kõ.sɨ.ˈʎi.u"
"dialogar","djɐ.lu.ˈɡaɾ"
"concernente","kõ.sɨɾ.ˈnẽ.tɨ"
"esbelto","iʒ.ˈbɛɫ.tu"
"lamacento","lɐ.mɐ.ˈsẽ.tu"
"lamaçal","lɐ.mɐ.ˈsaɫ"
"poça","ˈpo.sɐ"
"fundos","ˈfũ.duʃ"
"salinidade","sɐ.li.ni.ˈda.dɨ"
"laracha","lɐ.ˈɾa.ʃɐ"
"jarro","ˈʒa.Ru"
"cambar","kɐ̃.ˈbaɾ"
"aplicável","ɐ.pli.ˈka.vɛɫ"
"joaninha","ʒwɐ.ˈni.ɲɐ"
"pelica","pɨ.ˈli.kɐ"
"desfeita","dɨʃ.ˈfɐj.tɐ"
"embeiçar","ẽ.bɐj.ˈsaɾ"
"orvalhar","ɔɾ.vɐ.ˈʎaɾ"
"chuviscar","ʃu.viʃ.ˈkaɾ"
"incubar","ĩ.ku.ˈbaɾ"
"eugenia","ew.ʒɨ.ˈni.ɐ"
"cricri","kɾi.ˈkɾi"
"tintim","tĩ.ˈtĩ"
"prescindir","pɾɨʃ.sĩ.ˈdiɾ"
"estafa","iʃ.ˈta.fɐ"
"britar","bɾi.ˈtaɾ"
"fármaco","ˈfaɾ.mɐ.ku"
"terapêutica","tɨ.ɾɐ.ˈpew.ti.kɐ"
"sacrílego","sɐ.ˈkɾi.lɨ.ɡu"
"escusado","iʃ.ku.ˈza.du"
"inibir","i.ni.ˈbiɾ"
"efusão","e.fu.ˈzɐ̃w̃"
"gracejar","ɡɾɐ.sɨ.ˈʒaɾ"
"oblíqua","ɔ.ˈbli.kwɐ"
"especar","iʃ.pɛ.ˈkaɾ"
"encetar","ẽ.sɨ.ˈtaɾ"
"acrimónia","ɐ.kɾi.ˈmɔ.njɐ"
"entorpecer","ẽ.tuɾ.pɨ.ˈseɾ"
"coagular","kwɐ.ɡu.ˈlaɾ"
"formalidade","fuɾ.mɐ.li.ˈda.dɨ"
"urologia","u.ɾu.lu.ˈʒi.ɐ"
"desfalecer","dɨʃ.fɐ.lɨ.ˈseɾ"
"bruxuleante","bɾu.ʃu.ˈljɐ̃.tɨ"
"gárgula","ˈɡaɾ.ɡu.lɐ"
"assombração","ɐ.sõ.bɾɐ.ˈsɐ̃w̃"
"esotérico","i.zɔ.ˈtɛ.ɾi.ku"
"pessegueiro","pɨ.sɨ.ˈɡɐj.ɾu"
"chavão","ʃɐ.ˈvɐ̃w̃"
"mobilização","mu.bɨ.li.zɐ.ˈsɐ̃w̃"
"mobilizar","mu.bɨ.li.ˈzaɾ"
"investidura","ĩ.vɨʃ.ti.ˈdu.ɾɐ<text"
"pélvico","ˈpɛɫ.vi.ku"
"caipira","kaj.ˈpi.ɾɐ"
"reconciliação","Rɨ.kõ.si.ljɐ.ˈsɐ̃w̃"
"pincelada","pĩ.sɨ.ˈla.dɐ"
"abalado","ɐ.bɐ.ˈla.du"
"turista","tu.ˈɾiʃ.tɐ"
"cotovia","ku.tu.ˈvi.ɐ"
"crise","ˈkɾi.zɨ"
"borbulha","buɾ.ˈbu.ʎɐ"
"trasladar","tɾɐʒ.lɐ.ˈdaɾ"
"encomiástico","ẽ.ku.ˈmi.aʃ.ti.ku"
"laurear","law.ˈɾi.aɾ"
"bastidor","bɐʃ.ti.ˈdoɾ"
"guerrilha","ɡɨ.ˈRi.ʎɐ<text"
"infindável","ĩ.fĩ.ˈda.vɛɫ"
"indigente","ĩ.di.ˈʒẽ.tɨ"
"refletido","Rɨ.flɛ.ˈti.du"
"lentidão","lẽ.ti.ˈdɐ̃w̃"
"sustentável","suʃ.tẽ.ˈta.vɛɫ"
"cotangente","ko.tɐ̃.ˈʒẽ.tɨ"
"microrganismo","mi.kɾɔɾ.ɡɐ.ˈniʒ.mu"
"cócegas","ˈkɔ.sɨ.ɡɐʃ"
"xelim","ʃɨ.ˈlĩ"
"irrigação","i.Ri.ɡɐ.ˈsɐ̃w̃"
"xaile","ˈʃaj.lɨ"
"baronesa","bɐ.ɾu.ˈne.zɐ"
"estupefação","iʃ.tu.pɨ.fa.ˈsɐ̃w̃"
"repto","ˈRɛp.tu"
"tração","tɾa.ˈsɐ̃w̃"
"confraternização","kõ.fɾɐ.tɨɾ.ni.zɐ.ˈsɐ̃w̃"
"desabafar","dɨ.zɐ.bɐ.ˈfaɾ"
"empedernir","ẽ.pɨ.dɨɾ.ˈniɾ"
"chucha","ˈʃu.ʃɐ"
"cílio","ˈsi.lju"
"brutalidade","bɾu.tɐ.li.ˈda.dɨ"
"envaidecer","ẽ.vaj.dɨ.ˈseɾ"
"mitra","ˈmi.tɾɐ"
"proveta","pɾu.ˈve.tɐ"
"rissol","Ri.ˈsɔɫ"
"felpudo","fɛɫ.ˈpu.du"
"elástico","i.ˈlaʃ.ti.ku"
"piratear","pi.ɾɐ.ˈti.aɾ"
"chefiar","ʃɨ.ˈfi.aɾ"
"constitucionalidade","kõʃ.ti.tu.sju.nɐ.li.ˈda.dɨ"
"autoavaliação","aw.tɔ.ɐ.vɐ.ljɐ.ˈsɐ̃w̃"
"autorretrato","aw.tɔ.Rɨ.ˈtɾa.tu"
"condescendência","kõ.dɨʃ.sẽ.ˈdẽ.sjɐ"
"alarido","ɐ.lɐ.ˈɾi.du"
"turquês","tuɾ.ˈkeʃ"
"crápula","ˈkɾa.pu.lɐ"
"derrotar","dɨ.Ru.ˈtaɾ"
"destroçar","dɨʃ.tɾu.ˈsaɾ"
"desordenar","dɨ.zɔɾ.dɨ.ˈnaɾ"
"estreitamento","iʃ.tɾɐj.tɐ.ˈmẽ.tu"
"desenfado","dɨ.zẽ.ˈfa.du<text"
"cocar","kɔ.ˈkaɾ"
"metódico","mɨ.ˈtɔ.di.ku"
"retaguarda","Rɛ.tɐ.ˈɡwaɾ.dɐ"
"destacado","dɨʃ.tɐ.ˈka.du"
"libré","li.ˈbɾɛ"
"subsolo","sub.ˈsɔ.lu"
"subdesenvolvido","sub.dɨ.zẽ.voɫ.ˈvi.du"
"suburbano","su.buɾ.ˈbɐ.nu"
"venerável","vɨ.nɨ.ˈɾa.vɛɫ"
"demissão","dɨ.mi.ˈsɐ̃w̃"
"spaghetti","spa.ˈgɛt.i"
"eclodir","e.klu.ˈdiɾ"
"bacteriologista","bɐk.tɨ.ɾju.lu.ˈʒiʃ.tɐ"
"nevrálgico","nɨ.ˈvɾaɫ.ʒi.ku"
"turfa","ˈtuɾ.fɐ"
"desengate","dɨ.zẽ.ˈɡa.tɨ"
"expedito","ɐjʃ.pɨ.ˈdi.tu"
"pacifista","pɐ.si.ˈfiʃ.tɐ"
"desarrumar","dɨ.zɐ.Ru.ˈmaɾ"
"grafologia","ɡɾɐ.fu.lu.ˈʒi.ɐ"
"desavergonhado","dɨ.zɐ.vɨɾ.ɡu.ˈɲa.du"
"secura","sɨ.ˈku.ɾɐ"
"desidratação","dɨ.zi.dɾɐ.tɐ.ˈsɐ̃w̃"
"monástico","mu.ˈnaʃ.ti.ku"
"sepulcro","sɨ.ˈpuɫ.kɾu"
"andrajoso","ɐ̃.dɾɐ.ˈʒo.zu"
"congelamento","kõ.ʒɨ.lɐ.ˈmẽ.tu"
"infernizar","ĩ.fɨɾ.ni.ˈzaɾ"
"solstício","sɔɫʃ.ˈti.sju"
"sequaz","sɨ.ˈkwaʃ"
"tutelar","tu.tɨ.ˈlaɾ"
"disfarçado","diʃ.fɐɾ.ˈsa.du"
"mascarado","mɐʃ.kɐ.ˈɾa.du"
"verborreia","vɨɾ.bu.ˈRɐj.ɐ"
"cláusula","ˈklaw.zu.lɐ"
"palrar","paɫ.ˈRaɾ"
"familiarizar","fɐ.mi.ljɐ.ɾi.ˈzaɾ"
"comarca","ku.ˈmaɾ.kɐ"
"charlar","ʃɐɾ.ˈlaɾ"
"planetário","plɐ.nɨ.ˈta.ɾju"
"cidadela","si.dɐ.ˈdɛ.lɐ"
"habitacional","ɐ.bi.tɐ.sju.ˈnaɫ"
"grevista","ɡɾɛ.ˈviʃ.tɐ"
"reivindicação","Rɐj.vĩ.di.kɐ.ˈsɐ̃w̃"
"primoroso","pɾi.mu.ˈɾo.zu"
"espinhoso","iʃ.pi.ˈɲo.zu"
"rotular","Ru.tu.ˈlaɾ"
"dístico","ˈdiʃ.ti.ku"
"galera","ɡɐ.ˈlɛ.ɾɐ"
"voga","ˈvɔ.ɡɐ"
"lixívia","li.ˈʃi.vjɐ"
"barrela","bɐ.ˈRɛ.lɐ"
"pacifismo","pɐ.si.ˈfiʒ.mu"
"incremento","ĩ.kɾɨ.ˈmẽ.tu"
"tumba","ˈtũ.bɐ"
"desassossego","dɨ.zɐ.su.ˈse.ɡu"
"coto","ˈko.tu"
"aparição","ɐ.pɐ.ɾi.ˈsɐ̃w̃"
"lastrar","lɐʃ.ˈtɾaɾ"
"caçoila","kɐ.ˈsoj.lɐ"
"pepita","pɨ.ˈpi.tɐ"
"pevide","pɨ.ˈvi.dɨ"
"colmeal","koɫ.ˈmi.aɫ"
"colmo","ˈkoɫ.mu"
"fenomenal","fɨ.nu.mɨ.ˈnaɫ"
"sequela","sɨ.ˈkwɛ.lɐ"
"apertão","ɐ.pɨɾ.ˈtɐ̃w̃"
"maresia","mɐ.ɾɨ.ˈzi.ɐ"
"marulhar","mɐ.ɾu.ˈʎaɾ"
"fertilidade","fɨɾ.tɨ.li.ˈda.dɨ"
"engendrar","ẽ.ʒẽ.ˈdɾaɾ"
"florir","flu.ˈɾiɾ"
"dualidade","dwɐ.li.ˈda.dɨ"
"senda","ˈsẽ.dɐ"
"quelha","ˈke.ʎɐ"
"golada","ɡu.ˈla.dɐ"
"apagado","ɐ.pɐ.ˈɡa.du"
"selar","sɨ.ˈlaɾ"
"pavoroso","pɐ.vu.ˈɾo.zu"
"apicultura","ɐ.pi.kuɫ.ˈtu.ɾɐ"
"favo","ˈfa.vu"
"capador","kɐ.pa.ˈdoɾ"
"castrador","kɐʃ.tɾɐ.ˈdoɾ"
"másculo","ˈmaʃ.ku.lu"
"raivoso","Raj.ˈvo.zu"
"enraivecer","ẽ.Raj.vɨ.ˈseɾ"
"desnorteado","dɨʒ.nɔɾ.ˈti.a.du"
"justapor","ʒuʃ.tɐ.ˈpoɾ"
"bisbilhotar","bɨʒ.bi.ʎu.ˈtaɾ"
"desaforo","dɨ.zɐ.ˈfo.ɾu"
"ereto","i.ˈɾɛ.tu"
"rechonchudo","Rɨ.ʃõ.ˈʃu.du"
"chafurdice","ʃɐ.fuɾ.ˈdi.sɨ"
"imundície","i.mũ.ˈdi.sji"
"autocracia","aw.tɔ.kɾɐ.ˈsi.ɐ"
"radioatividade","Ra.dju.a.ti.vi.ˈda.dɨ"
"provimento","pɾu.vi.ˈmẽ.tu"
"léria","ˈlɛ.ɾjɐ"
"bisbilhotice","bɨʒ.bi.ʎu.ˈti.sɨ"
"reenvio","Rjẽ.ˈvi.u"
"chispe","ˈʃiʃ.pɨ"
"fomento","fu.ˈmẽ.tu"
"farejar","fɐ.ɾɨ.ˈʒaɾ"
"farejo","fɐ.ˈɾɐj.ʒu"
"bago","ˈba.ɡu"
"tosquia","tuʃ.ˈki.ɐ"
"dilapidar","di.lɐ.pi.ˈdaɾ"
"skate","ˈskɐjt"
"bisão","bi.ˈzɐ̃w̃"
"enguiçar","ẽ.ɡi.ˈsaɾ"
"ejeção","i.ʒɛ.ˈsɐ̃w̃"
