"word","spelling"
"ensaio","ẽ.ˈsaj.u"
"entrada","ẽ.ˈtɾa.dɐ"
"envolto","ẽ.ˈvoɫ.tu"
"escala","iʃ.ˈka.lɐ"
"escalope","iʃ.kɐ.ˈlɔ.pɨ"
"escola","iʃ.ˈkɔ.lɐ"
"escova","iʃ.ˈkɔ.vɐ"
"escultura","iʃ.kuɫ.ˈtu.ɾɐ"
"esferográfica","iʃ.fɛ.ɾɔ.ˈɡɾa.fi.kɐ"
"esparguete","iʃ.paɾ.ˈɡɛ.tɨ"
"espelho","iʃ.ˈpɐj.ʎu"
"esponja","iʃ.ˈpõ.ʒɐ"
"estabelecimento","iʃ.tɐ.bɨ.lɨ.si.ˈmẽ.tu"
"estádio","iʃ.ˈta.dju"
"estalagem","iʃ.tɐ.ˈla.ʒɐ̃j̃"
"estante","iʃ.ˈtɐ̃.tɨ"
"estilo","iʃ.ˈti.lu"
"estufado","iʃ.tu.ˈfa.du"
"etiqueta","i.ti.ˈke.tɐ"
"excesso","ɐjʃ.ˈsɛ.su"
"exposição","ɐjʃ.pu.zi.ˈsɐ̃w̃"
"expressionista","ɐjʃ.pɾɨ.sju.ˈniʃ.tɐ"
"fábrica","ˈfa.bɾi.kɐ"
"faca","ˈfa.kɐ"
"fachada","fɐ.ˈʃa.dɐ"
"farol","fɐ.ˈɾɔɫ"
"fascículo","fɐʃ.ˈsi.ku.lu"
"fecho","ˈfɐj.ʃu"
"feltro","ˈfeɫ.tɾu"
"fígado","ˈfi.ɡɐ.du"
"filho","ˈfi.ʎu"
"fivela","fi.ˈvɛ.lɐ"
"flanela","flɐ.ˈnɛ.lɐ"
"flor","ˈfloɾ"
"florista","flu.ˈɾiʃ.tɐ"
"fonte","ˈfõ.tɨ"
"franja","ˈfɾɐ̃.ʒɐ"
"fresco","ˈfɾeʃ.ku"
"fricção","fɾi.ˈksɐ̃w̃"
"frio","ˈfɾi.u"
"frito","ˈfɾi.tu"
"fumado","fu.ˈma.du"
"funcho","ˈfũ.ʃu"
"fundação","fũ.dɐ.ˈsɐ̃w̃"
"gabardina","ɡɐ.baɾ.ˈdi.nɐ"
"garagem","ɡɐ.ˈɾa.ʒɐ̃j̃"
"gastar","ɡɐʃ.ˈtaɾ"
"gazeta","ɡɐ.ˈze.tɐ"
"genro","ˈʒẽ.Ru"
"gim","ˈʒĩ"
"gorjeta","ɡuɾ.ˈʒe.tɐ"
"gravura","ɡɾɐ.ˈvu.ɾɐ"
"graxa","ˈɡɾa.ʃɐ"
"grelhado","ɡɾɨ.ˈʎa.du"
"guardanapo","ɡwɐɾ.dɐ.ˈna.pu"
"hambúrguer","ɐ̃.ˈbuɾ.ɡɐɾ"
"hipoteca","i.pu.ˈtɛ.kɐ"
"horário","o.ˈɾa.ɾju"
"ignição","i.ɡni.ˈsɐ̃w̃"
"ilha","ˈi.ʎɐ"
"imagem","i.ˈma.ʒɐ̃j̃"
"imperial","ĩ.pɨ.ˈɾi.aɫ"
"impermeável","ĩ.pɨɾ.ˈmi.a.vɛɫ"
"impressionista","ĩ.pɾɨ.sju.ˈniʃ.tɐ"
"impresso","ĩ.ˈpɾɛ.su"
"intérprete","ĩ.ˈtɛɾ.pɾɨ.tɨ"
"isqueiro","iʃ.ˈkɐj.ɾu"
"itinerário","i.ti.nɨ.ˈɾa.ɾju"
"jardim","ʒɐɾ.ˈdĩ"
"jarra","ˈʒa.Rɐ"
"jornal","ʒuɾ.ˈnaɫ"
"jornalista","ʒuɾ.nɐ.ˈliʃ.tɐ"
"juro","ˈʒu.ɾu"
"laca","ˈla.kɐ"
"lago","ˈla.ɡu"
"lagosta","lɐ.ˈɡoʃ.tɐ"
"lagostim","lɐ.ɡuʃ.ˈtĩ"
"lápide","ˈla.pi.de"
"lápis","ˈla.piʃ"
"lasanha","lɐ.ˈzɐ.ɲɐ"
"lavagante","lɐ.vɐ.ˈɡɐ̃.tɨ"
"lavagem","lɐ.ˈva.ʒɐ̃j̃"
"leme","ˈlɛ.mɨ"
"lenço","ˈlẽ.su"
"leve","ˈlɛ.vɨ"
"licor","li.ˈkoɾ"
"linha","ˈli.ɲɐ"
"chefe","ˈʃɛ.fɨ"
"lixo","ˈli.ʃu"
"loção","lu.ˈsɐ̃w̃"
"locomotiva","lu.ku.mu.ˈti.vɐ"
"loiça","ˈloj.sɐ"
"lombo","ˈlõ.bu"
"lugar","lu.ˈɡaɾ"
"macarrão","mɐ.kɐ.ˈRɐ̃w̃"
"maionese","maj.ɔ.ˈnɛ.zɨ"
"manicura","mɐ.ni.ˈku.ɾɐ"
"manual","mɐ.ˈnwaɫ"
"salada","sɐ.ˈla.dɐ"
"maquilhagem","mɐ.ki.ˈʎa.ʒɐ̃j̃"
"maquinista","mɐ.ki.ˈniʃ.tɐ"
"marcador","mɐɾ.kɐ.ˈdoɾ"
"marfim","mɐɾ.ˈfĩ"
"marido","mɐ.ˈɾi.du"
"marmelada","mɐɾ.mɨ.ˈla.dɐ"
"mate","ˈma.tɨ"
"medalhão","mɨ.dɐ.ˈʎɐ̃w̃"
"medida","mɨ.ˈdi.dɐ"
"ás","ˈaʃ"
"merengue","mɨ.ˈɾẽ.ɡɨ"
"mero","ˈmɛ.ɾu"
"mexilhão","mɨ.ʃi.ˈʎɐ̃w̃"
"molheira","mu.ˈʎɐj.ɾɐ"
"monumento","mu.nu.ˈmẽ.tu"
"morcela","muɾ.ˈsɛ.lɐ"
"morno","ˈmoɾ.nu"
"mortalha","muɾ.ˈta.ʎɐ"
"mosaico","mu.ˈzaj.ku"
"mostarda","muʃ.ˈtaɾ.dɐ"
"mosteiro","muʃ.ˈtɐj.ɾu"
"móvel","ˈmɔ.vɛɫ"
"multibanco","muɫ.ti.ˈbɐ̃.ku"
"múmia","ˈmu.mjɐ"
"museu","mu.ˈzew"
"namorada","nɐ.mu.ˈɾa.dɐ"
"nata","ˈna.tɐ"
"naufrágio","naw.ˈfɾa.ʒju"
"nave","ˈna.vɨ"
"navegação","nɐ.vɨ.ɡɐ.ˈsɐ̃w̃"
"negativo","nɨ.ɡɐ.ˈti.vu"
"neto","ˈnɛ.tu"
"nora","ˈnɔ.ɾɐ"
"nota","ˈnɔ.tɐ"
"obra","ˈɔ.bɾɐ"
"onda","ˈõ.dɐ"
"panado","pɐ.ˈna.du"
"pátio","ˈpa.tju"
"pavilhão","pɐ.vi.ˈʎɐ̃w̃"
"película","pɨ.ˈli.ku.lɐ"
"penteado","pẽ.ˈti.a.du"
"percentagem","pɨɾ.sẽ.ˈta.ʒɐ̃j̃"
"perfumaria","pɨɾ.fu.mɐ.ˈɾi.ɐ"
"pérola","ˈpɛ.ɾu.lɐ"
"peruca","pɨ.ˈɾu.kɐ"
"pesado","pɨ.ˈza.du"
"pescada","pɨʃ.ˈka.dɐ"
"picante","pi.ˈkɐ̃.tɨ"
"pilha","ˈpi.ʎɐ"
"piloto","pi.ˈlo.tu"
"pimenta","pi.ˈmẽ.tɐ"
"pincel","pĩ.ˈsɛɫ"
"piscina","piʃ.ˈsi.nɐ"
"piso","ˈpi.zu"
"pista","ˈpiʃ.tɐ"
"plataforma","plɐ.tɐ.ˈfɔɾ.mɐ"
"pneu","ˈp.new"
"poesia","pwɛ.ˈzi.ɐ"
"luxemburguês","lu.ʃẽ.buɾ.ˈɡɨʃ"
"polícia","pu.ˈli.sjɐ"
"poluição","pu.lwi.ˈsɐ̃w̃"
"popa","ˈpɔ.pɐ"
"porcelana","puɾ.sɨ.ˈlɐ.nɐ"
"postal","puʃ.ˈtaɫ"
"prata","ˈpɾa.tɐ"
"proa","ˈpɾo.ɐ"
"publicação","pu.bli.kɐ.ˈsɐ̃w̃"
"pulseira","puɫ.ˈsɐj.ɾɐ"
"quadro","ˈkwa.dɾu"
"quartel","kwɐɾ.ˈtɛɫ"
"mi","ˈmi"
"quiosque","ˈkjɔʃ.kɨ"
"radiador","Rɐ.djɐ.ˈdoɾ"
"realismo","Rjɐ.ˈliʒ.mu"
"realista","Rjɐ.ˈliʃ.tɐ"
"recheado","Rɨ.ˈʃi.a.du"
"reconstrução","Rɨ.kõʃ.tɾu.ˈsɐ̃w̃"
"reembolso","Rjẽ.ˈboɫ.su"
"refresco","Rɨ.ˈfɾeʃ.ku"
"refúgio","Rɨ.ˈfu.ʒju"
"régua","ˈRɛ.ɡwɐ"
"relevo","Rɨ.ˈle.vu"
"renascentista","Rɨ.nɐʃ.sẽ.ˈtiʃ.tɐ"
"renda","ˈRẽ.dɐ"
"reprodução","Rɨ.pɾu.du.ˈsɐ̃w̃"
"restauro","Rɨʃ.ˈtaw.ɾu"
"revelação","Rɨ.vɨ.lɐ.ˈsɐ̃w̃"
"revelar","Rɨ.vɨ.ˈlaɾ"
"revista","Rɨ.ˈviʃ.tɐ"
"rímel","ˈRi.mɛɫ"
"risco","ˈRiʃ.ku"
"robalo","Ru.ˈba.lu"
"rolo","ˈRo.lu"
"romance","Ru.ˈmɐ̃.sɨ"
"rosácea","Ru.ˈza.sjɐ"
"rota","ˈRɔ.tɐ"
"roupeiro","Row.ˈpɐj.ɾu"
"rubi","Ru.ˈbi"
"rum","ˈRũ"
"sabonete","sɐ.bu.ˈne.tɨ"
"saboroso","sɐ.bu.ˈɾo.zu"
"saída","sɐ.ˈi.dɐ"
"saiote","saj.ˈɔ.tɨ"
"sala","ˈsa.lɐ"
"salgado","saɫ.ˈɡa.du"
"salmão","saɫ.ˈmɐ̃w̃"
"salteado","saɫ.ˈti.a.du"
"sandália","sɐ̃.ˈda.ljɐ"
"santola","sɐ̃.ˈtɔ.lɐ"
"secador","sɨ.kɐ.ˈdoɾ"
"seco","ˈse.ku"
"século","ˈsɛ.ku.lu"
"senhor","sɨ.ˈɲoɾ"
"simpático","sĩ.ˈpa.ti.ku"
"sobretudo","so.bɾɨ.ˈtu.du"
"sobrinho","su.ˈbɾi.ɲu"
"sogro","ˈso.ɡɾu"
"sombra","ˈsõ.bɾɐ"
"sótão","ˈsɔ.tɐ̃w̃"
"suave","ˈswa.vɨ"
"tabaco","tɐ.ˈba.ku"
"tamanho","tɐ.ˈmɐ.ɲu"
"tamboril","tɐ̃.bu.ˈɾiɫ"
"televisor","tɨ.lɨ.vi.ˈzoɾ"
"telhado","tɨ.ˈʎa.du"
"tenro","ˈtẽ.Ru"
"terraço","tɨ.ˈRa.su"
"terrina","tɨ.ˈRi.nɐ"
"tesoura","tɨ.ˈzow.ɾɐ"
"tio","ˈti.u"
"toalha","ˈtwa.ʎɐ"
"trança","ˈtɾɐ̃.sɐ"
"transatlântico","tɾɐ̃.zɐ.ˈtlɐ̃.ti.ku"
"transferência","tɾɐ̃ʃ.fɨ.ˈɾẽ.sjɐ"
"travessia","tɾɐ.vɨ.ˈsi.ɐ"
"tripé","tɾi.ˈpɛ"
"tripulação","tɾi.pu.lɐ.ˈsɐ̃w̃"
"trocar","tɾu.ˈkaɾ"
"truta","ˈtɾu.tɐ"
"turquesa","tuɾ.ˈke.zɐ"
"vaca","ˈva.kɐ"
"platina","plɐ.ˈti.nɐ"
"agravo","ɐ.ˈɡɾa.vu"
"espírita","iʃ.ˈpi.ɾi.tɐ"
"definição","dɨ.fɨ.ni.ˈsɐ̃w̃"
"contingência","kõ.tĩ.ˈʒẽ.sjɐ"
"vidente","vi.ˈdẽ.tɨ"
"aguar","a.ˈɡwaɾ"
"açougue","ɐ.ˈsow.ɡɨ"
"usufruir","u.zu.fɾu.ˈiɾ"
"caviar","kɐ.ˈvi.aɾ"
"enjoativo","ẽ.ʒwɐ.ˈti.vu"
"grama","ˈɡɾɐ.mɐ"
"teia","ˈtɐj.ɐ"
"vespa","ˈveʃ.pɐ"
"ai","aj"
"materialismo","mɐ.tɨ.ɾjɐ.ˈliʒ.mu"
"dinossauro","di.nɔ.ˈsaw.ɾu"
"batalha","bɐ.ˈta.ʎɐ"
"funcionar","fũ.sju.ˈnaɾ"
"individualidade","ĩ.di.vi.dwɐ.li.ˈda.dɨ"
"budismo","bu.ˈdiʒ.mu"
"atalaia","ɐ.tɐ.ˈlaj.ɐ"
"aventar","ɐ.vẽ.ˈtaɾ"
"bezerro","bɨ.ˈze.Ru"
"verificação","vɨ.ɾi.fi.kɐ.ˈsɐ̃w̃"
"zumbir","zũ.ˈbiɾ"
"adversidade","ɐd.vɨɾ.si.ˈda.dɨ"
"coaxar","kwɐ.ˈʃaɾ"
"cáfila","ˈka.fi.lɐ"
"retórica","Rɛ.ˈtɔ.ɾi.kɐ"
"conteúdo","kõ.ˈtju.du"
"volt","ˈvɔɫt"
"defecar","dɨ.fɨ.ˈkaɾ"
"semita","sɨ.ˈmi.tɐ"
"ponto","ˈpõ.tu"
"moto","ˈmɔ.tu"
"chato","ˈʃa.tu"
"baila","ˈbaj.lɐ"
"clitóris","kli.ˈtɔ.ɾiʃ"
"mostrar","muʃ.ˈtɾaɾ"
"capaz","kɐ.ˈpaʃ"
"diretoria","di.ɾɛ.tu.ˈɾi.ɐ"
"comprometido","kõ.pɾu.mɨ.ˈti.du"
"melhoria","mɨ.ʎu.ˈɾi.ɐ"
"escolho","iʃ.ˈko.ʎu"
"ver","ˈveɾ"
"saudável","sɐw.ˈda.vɛɫ"
"entusiasmo","ẽ.tu.ˈzi.aʒ.mu"
"prolixo","pɾu.ˈli.ksu"
"mamute","mɐ.ˈmu.tɨ"
"armistício","ɐɾ.miʃ.ˈti.sju"
"campânula","kɐ̃.ˈpɐ.nu.lɐ"
"chafariz","ʃɐ.fɐ.ˈɾiʃ"
"comensal","ku.mẽ.ˈsaɫ"
"compêndio","kõ.ˈpẽ.dju"
"margem","ˈmaɾ.ʒɐ̃j̃"
"saudosismo","sɐw.du.ˈziʒ.mu"
"estética","iʃ.ˈtɛ.ti.kɐ"
"extemporâneo","ɐjʃ.tẽ.pu.ˈɾɐ.nju"
"pressentimento","pɾɨ.sẽ.ti.ˈmẽ.tu"
"profilaxia","pɾɔ.fi.la.ˈksi.ɐ"
"mediana","mɨ.ˈdjɐ.nɐ"
"saber","sɐ.ˈbeɾ"
"joelho","ˈʒwɐj.ʎu"
"hermafrodita","ɛɾ.mɐ.fɾɔ.ˈdi.tɐ"
"fidelidade","fi.dɨ.li.ˈda.dɨ"
"amadorismo","ɐ.mɐ.du.ˈɾiʒ.mu"
"dependência","dɨ.pẽ.ˈdẽ.sjɐ"
"despertar","dɨʃ.pɨɾ.ˈtaɾ"
"surgir","suɾ.ˈʒiɾ"
"pessoal","pɨ.ˈswaɫ"
"telha","ˈtɐj.ʎɐ"
"quebrar","kɨ.ˈbɾaɾ"
"coloquial","ku.lu.ˈki.aɫ"
"pressentir","pɾɨ.sẽ.ˈtiɾ"
"alegoria","ɐ.lɨ.ɡu.ˈɾi.ɐ"
"policial","pu.li.ˈsi.aɫ"
"cancioneiro","kɐ̃.sju.ˈnɐj.ɾu"
"escota","iʃ.ˈkɔ.tɐ"
"expressão","ɐjʃ.pɾɨ.ˈsɐ̃w̃"
"sentido","sẽ.ˈti.du"
"senso","ˈsẽ.su"
"solário","su.ˈla.ɾju"
"fadiga","fɐ.ˈdi.ɡɐ"
"exotismo","i.zu.ˈtiʒ.mu"
"idiossincrasia","i.djɔ.sĩ.kɾɐ.ˈzi.ɐ"
"prescindível","pɾɨʃ.sĩ.ˈdi.vɛɫ"
"bosta","ˈbɔʃ.tɐ"
"icterícia","ik.tɨ.ˈɾi.sjɐ"
"desodorante","dɨ.zɔ.du.ˈɾɐ̃.tɨ"
"organizar","ɔɾ.ɡɐ.ni.ˈzaɾ"
"parentesco","pɐ.ɾẽ.ˈteʃ.ku"
"governo","ɡu.ˈveɾ.nu"
"garboso","ɡɐɾ.ˈbo.zu"
"punhalada","pu.ɲɐ.ˈla.dɐ"
"martelada","mɐɾ.tɨ.ˈla.dɐ"
"inferno","ĩ.ˈfɛɾ.nu"
"gostar","ɡuʃ.ˈtaɾ"
"teorema","tju.ˈɾe.mɐ"
"autocrata","aw.tɔ.ˈkɾa.tɐ"
"idiotice","i.dju.ˈti.sɨ"
"vulcão","vuɫ.ˈkɐ̃w̃"
"diplomacia","di.plu.mɐ.ˈsi.ɐ"
"querubim","kɨ.ɾu.ˈbĩ"
"anjo","ˈɐ̃.ʒu"
"evacuar","i.vɐ.ˈkwaɾ"
"psicopatológico","psi.kɔ.pɐ.tu.ˈlɔ.ʒi.ku"
"bastante","bɐʃ.ˈtɐ̃.tɨ"
"deveras","dɨ.ˈvɛ.ɾɐʃ"
"abençoar","ɐ.bẽ.ˈswaɾ"
"habituar","ɐ.bi.ˈtwaɾ"
"avisar","ɐ.vi.ˈzaɾ"
"dilatar","di.lɐ.ˈtaɾ"
"cavalgar","kɐ.vaɫ.ˈɡaɾ"
"população","pu.pu.lɐ.ˈsɐ̃w̃"
"suspiro","suʃ.ˈpi.ɾu"
"diluição","di.lwi.ˈsɐ̃w̃"
"eficiência","i.fi.ˈsjẽ.sjɐ"
"eficácia","i.fi.ˈka.sjɐ"
"geração","ʒɨ.ɾɐ.ˈsɐ̃w̃"
"abstrato","ɐb.ˈʃtɾa.tu"
"bico","ˈbi.ku"
"estereótipo","iʃ.tɛ.ˈɾjɔ.ti.pu"
"fórmula","ˈfɔɾ.mu.lɐ"
"já","ˈʒa"
"dicotomia","di.ku.tu.ˈmi.ɐ"
"traduzir","tɾɐ.du.ˈziɾ"
"mina","ˈmi.nɐ"
"lida","ˈli.dɐ"
"libra","ˈli.bɾɐ"
"vulva","vuɫ.vɐ"
"genital","ʒɨ.ni.ˈtaɫ"
"fila","ˈfi.lɐ"
"eufonia","ew.fu.ˈni.ɐ"
"infame","ĩ.ˈfɐ.mɨ"
"ereção","i.Rɛ.ˈsɐ̃w̃"
"lânguido","ˈlɐ̃.ɡi.du"
"incapacidade","ĩ.kɐ.pɐ.si.ˈda.dɨ"
"sexagésimo","sɛ.ksɐ.ˈʒɛ.zi.mu"
"octogésimo","ɔk.tɔ.ˈʒɛ.zi.mu"
"septuagésimo","sɛp.twɐ.ˈʒɛ.zi.mu"
"nonagésimo","no.nɐ.ˈʒɛ.zi.mu"
"porém","pu.ˈɾɐ̃j̃"
"nem","ˈnɐ̃j̃"
"aterrar","ɐ.tɨ.ˈRaɾ"
"angina","ɐ̃.ˈʒi.nɐ"
"boletim","bu.lɨ.ˈtĩ"
"culpa","ˈkuɫ.pɐ"
"nectarina","nɛk.tɐ.ˈɾi.nɐ"
"enseada","ẽ.ˈsi.a.dɐ"
"real","ˈRi.aɫ"
"benjamim","bẽ.ʒɐ.ˈmĩ"
"alicerce","ɐ.li.ˈsɛɾ.sɨ"
"inexorável","inəzuˈravɛɫ"
"correio","ku.ˈRɐj.u"
"iodo","ˈjo.du"
"dignitário","di.ɡni.ˈta.ɾju"
"ampere","ɐ̃.ˈpɛ.ɾɨ"
"visível","vi.ˈzi.vɛɫ"
"paroxítono","pɐ.ɾɔ.ˈksi.tu.nu"
"convergir","kõ.vɨɾ.ˈʒiɾ"
"orbe","ˈɔɾ.bɨ"
"dejeto","dɨ.ˈʒɛ.tu"
"dejetar","dɨ.ʒɛ.ˈtaɾ"
"dejeção","dɨ.ʒɛ.ˈsɐ̃w̃"
"esperma","iʃ.ˈpɛɾ.mɐ"
"gentílico","ʒẽ.ˈti.li.ku"
"suporte","su.ˈpɔɾ.tɨ"
"mitologia","mi.tu.lu.ˈʒi.ɐ"
"flora","ˈflɔ.ɾɐ"
"epílogo","e.ˈpi.lu.ɡu"
"arqueiro","ɐɾ.ˈkɐj.ɾu"
"forragem","fu.ˈRa.ʒɐ̃j̃"
"aparelho","ɐ.pɐ.ˈɾɐj.ʎu"
"distrito","dɨʃ.ˈtɾi.tu"
"manipulação","mɐ.ni.pu.lɐ.ˈsɐ̃w̃"
"cio","ˈsi.u"
"estribo","iʃ.ˈtɾi.bu"
"esqueleto","iʃ.kɨ.ˈle.tu"
"atípico","ɐ.ˈti.pi.ku"
"antropocentrismo","ɐ̃.tɾɔ.pɔ.sẽ.ˈtɾiʒ.mu"
"homossexualidade","ɔ.mɔ.sɛ.kswa.li.ˈda.dɨ"
"autoridade","aw.tu.ɾi.ˈda.dɨ"
"desterro","dɨʃ.ˈte.Ru"
"comuna","ku.ˈmu.nɐ"
"eclesiástico","e.klɨ.ˈzi.aʃ.ti.ku"
"enfermagem","ẽ.fɨɾ.ˈma.ʒɐ̃j̃"
"corporativismo","kuɾ.pu.ɾɐ.ti.ˈviʒ.mu"
"árgon","ˈaɾ.ɡɔn"
"berílio","bɨ.ˈɾi.lju"
"boro","ˈbɔ.ɾu"
"símbolo","ˈsĩ.bu.lu"
"crosta","ˈkɾoʃ.tɐ"
"cutelo","ku.ˈtɛ.lu"
"afeição","ɐ.fɐj.ˈsɐ̃w̃"
"pó","i.nə.zu.ˈra.vɛɫ"
"ábaco","ˈa.bɐ.ku"
"magnésio","ma.ˈɡnɛ.zju"
"alumínio","ɐ.lu.ˈmi.nju"
"cipriota","si.ˈpɾjɔ.tɐ"
"logo","ˈlɔ.ɡu"
"naturalismo","nɐ.tu.ɾɐ.ˈliʒ.mu"
"alfabeto","aɫ.fɐ.ˈbɛ.tu"
"som","ˈsõ"
"galáxia","ɡɐ.ˈla.ksjɐ"
"planeta","plɐ.ˈne.tɐ"
"calvário","kaɫ.ˈva.ɾju"
"observatório","ɔb.sɨɾ.vɐ.ˈtɔ.ɾju"
"bissexual","bi.sɛ.ˈkswaɫ"
"mover","mu.ˈveɾ"
"público","ˈpu.bli.ku"
"império","ĩ.ˈpɛ.ɾju"
"importante","ĩ.puɾ.ˈtɐ̃.tɨ"
"escândio","iʃ.ˈkɐ̃.dju"
"vanádio","vɐ.ˈna.dju"
"suma","ˈsu.mɐ"
"divindade","di.vĩ.ˈda.dɨ"
"fase","ˈfa.zɨ"
"pau","ˈpaw"
"rola","ˈɾo.lɐ"
"caminhar","kɐ.mi.ˈɲaɾ"
"negação","nɨ.ɡɐ.ˈsɐ̃w̃"
"analogia","ɐ.nɐ.lu.ˈʒi.ɐ"
"pinto","ˈpĩ.tu"
"pintar","pĩ.ˈtaɾ"
"cloaca","klu.ˈa.kɐ"
"padaria","pa.dɐ.ˈɾi.ɐ"
"banzar","bɐ̃.ˈzaɾ"
"bovino","bu.ˈvi.nu"
"ovino","ɔ.ˈvi.nu"
"germânio","ʒɨɾ.ˈmɐ.nju"
"ascetismo","ɐʃ.sɨ.ˈtiʒ.mu"
"tosco","ˈtoʃ.ku"
"bromo","ˈbɾɔ.mu"
"sólido","ˈsɔ.li.du"
"afundar","ɐ.fũ.ˈdaɾ"
"crípton","ˈkɾip.tɔn"
"rubídio","Ru.ˈbi.dju"
"amiúde","ɐ.ˈmju.dɨ"
"estrôncio","iʃ.ˈtɾõ.sju"
"ítrio","ˈi.tɾju"
"ali","ɐ.ˈli"
"bolas","ˈbɔ.lɐʃ"
"molibdénio","mɔ.lib.ˈdɛ.nju"
"ruténio","Ru.ˈtɛ.nju"
"comunicação","ku.mu.ni.kɐ.ˈsɐ̃w̃"
"sujeição","su.ʒɐj.ˈsɐ̃w̃"
"alheio","ɐ.ˈʎɐj.u"
"marinho","mɐ.ˈɾi.ɲu"
"paládio","pɐ.ˈla.dju"
"desrespeitar","dɨʒ.Rɨʃ.pɐj.ˈtaɾ"
"dar","ˈdaɾ"
"pecado","pɨ.ˈka.du"
"pecar","pɨ.ˈkaɾ"
"andar","ɐ̃.ˈdaɾ"
"picar","pi.ˈkaɾ"
"atacar","ɐ.tɐ.ˈkaɾ"
"agredir","ɐ.ɡɾɨ.ˈdiɾ"
"vacinar","vɐ.si.ˈnaɾ"
"tagarelar","tɐ.ɡɐ.ɾɨ.ˈlaɾ"
"varrer","vɐ.ˈReɾ"
"zangão","zɐ̃ŋ.gˈɐ̃w"
"ácaro","ˈa.kɐ.ɾu"
"baralhar","bɐ.ɾɐ.ˈʎaɾ"
"procurar","pɾɔ.ku.ˈɾaɾ"
"vasculhar","vɐʃ.ku.ˈʎaɾ"
"abastecer","ɐ.bɐʃ.tɨ.ˈseɾ"
"lavar","lɐ.ˈvaɾ"
"embainhar","ẽ.bɐ.i.ˈɲaɾ"
"civismo","si.ˈviʒ.mu"
"cádmio","ˈkad.mju"
"viticultura","vi.ti.kuɫ.ˈtu.ɾɐ"
"envenenar","ẽ.vɨ.nɨ.ˈnaɾ"
"benzer","bẽ.ˈzeɾ"
"verificar","vɨ.ɾi.fi.ˈkaɾ"
"viver","vi.ˈveɾ"
"vestir","vɨʃ.ˈtiɾ"
"aborrecer","ɐ.bu.Rɨ.ˈseɾ"
"brotar","bɾu.ˈtaɾ"
"votar","vu.ˈtaɾ"
"apadrinhar","ɐ.pɐ.dɾi.ˈɲaɾ"
"abrandar","ɐ.bɾɐ̃.ˈdaɾ"
"brigar","bɾi.ˈɡaɾ"
"lutar","lu.ˈtaɾ"
"brincar","bɾĩ.ˈkaɾ"
"borrifar","bu.Ri.ˈfaɾ"
"proposta","pɾu.ˈpɔʃ.tɐ"
"antimónio","ɐ̃.ti.ˈmɔ.nju"
"telúrio","tɨ.ˈlu.ɾju"
"níquel","ˈni.kɛɫ"
"adivinhar","ɐ.di.vi.ˈɲaɾ"
"misturar","miʃ.tu.ˈɾaɾ"
"abanar","ɐ.bɐ.ˈnaɾ"
"rebentar","Rɨ.bẽ.ˈtaɾ"
"bordar","buɾ.ˈdaɾ"
"emergir","e.mɨɾ.ˈʒiɾ"
"dogma","ˈdɔɡ.mɐ"
"anedota","ɐ.nɨ.ˈdɔ.tɐ"
"antagonista","ɐ̃.tɐ.ɡu.ˈniʃ.tɐ"
"profissão","pɾu.fi.ˈsɐ̃w̃"
"espartano","iʃ.pɐɾ.ˈtɐ.nu"
"necromante","nɨ.kɾu.ˈmɐ̃.tɨ"
"necromancia","nɨ.kɾu.mɐ̃.ˈsi.ɐ"
"macho","ˈma.ʃu"
"microprocessador","mi.kɾɔ.pɾu.sɨ.sɐ.ˈdoɾ"
"transístor","tɾɐ̃.ˈziʃ.tɔɾ"
"burgo","ˈbuɾ.ɡu"
"agravante","ɐ.ɡɾɐ.ˈvɐ̃.tɨ"
"agradável","ɐ.ɡɾɐ.ˈda.vɛɫ"
"breve","ˈbɾɛ.vɨ"
"telemóvel","tɛ.lɛ.ˈmɔ.vɛɫ"
"inspiração","ĩʃ.pi.ɾɐ.ˈsɐ̃w̃"
"representar","Rɨ.pɾɨ.zẽ.ˈtaɾ"
"bebida","bɨ.ˈbi.dɐ"
"chá","ˈʃa"
"musical","mu.zi.ˈkaɫ"
"uísque","ˈwĩʃ.kɨ"
"advérbio","ɐ.dˈvɛɾ.bju"
"arredar","ɐ.Rɨ.ˈdaɾ"
"atacado","ɐ.tɐ.ˈka.du"
"metal","mɨ.ˈtaɫ"
"orquestra","ɔɾ.ˈkɛʃ.tɾɐ"
"esperanto","iʃ.pɨ.ˈɾɐ̃.tu"
"praseodímio","pɾɐ.zju.ˈdi.mju"
"tonto","ˈtõ.tu"
"gracioso","ɡɾɐ.ˈsjo.zu"
"feio","ˈfɐj.u"
"assinalar","ɐ.si.nɐ.ˈlaɾ"
"neodímio","nɛ.ɔ.ˈdi.mju"
"promécio","pɾu.ˈmɛ.sju"
"samário","sɐ.ˈma.ɾju"
"orfandade","ɔɾ.fɐ̃.ˈda.dɨ"
"gadolínio","ɡɐ.du.ˈli.nju"
"crueza","kɾu.ˈe.zɐ"
"competição","kõ.pɨ.ti.ˈsɐ̃w̃"
"conotação","ku.nu.tɐ.ˈsɐ̃w̃"
"ininteligível","i.nĩ.tɨ.li.ˈʒi.vɛɫ"
"incompreensível","ĩ.kõ.pɾjẽ.ˈsi.vɛɫ"
"compreensível","kõ.pɾjẽ.ˈsi.vɛɫ"
"caseiro","kɐ.ˈzɐj.ɾu"
